name,weight,price,crawllink,link,details,id,imgUrl
"Килька каспийская, обыкновенная",,,http://health-diet.ru/base_of_food/sostav/1146.php,,"{""Калорийность Ккал"": ""191,9"", ""Белки гр."": ""18,5"", ""Жиры гр."": ""13,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Килька каспийская, обыкновенная"", ""top_cat"": ""Рыба и морепродукты""}",1146,
Клыкач,,,http://health-diet.ru/base_of_food/sostav/141.php,,"{""Калорийность Ккал"": ""203"", ""Белки гр."": ""14,4"", ""Жиры гр."": ""16,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Клыкач"", ""top_cat"": ""Рыба и морепродукты""}",141,
"Свинина, корейка мякоть",,,http://health-diet.ru/base_of_food/sostav/682.php,,"{""Калорийность Ккал"": ""384"", ""Белки гр."": ""13,7"", ""Жиры гр."": ""36,5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Свинина, корейка мякоть"", ""top_cat"": ""Мясо, птица и мясные продукты""}",682,
"Свинина, котлетное мясо",,,http://health-diet.ru/base_of_food/sostav/688.php,,"{""Калорийность Ккал"": ""421"", ""Белки гр."": ""11,4"", ""Жиры гр."": ""41,7"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Свинина, котлетное мясо"", ""top_cat"": ""Мясо, птица и мясные продукты""}",688,
"Свинина, лопаточная часть",,,http://health-diet.ru/base_of_food/sostav/684.php,,"{""Калорийность Ккал"": ""365,5"", ""Белки гр."": ""14,7"", ""Жиры гр."": ""29,4"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Свинина, лопаточная часть"", ""top_cat"": ""Мясо, птица и мясные продукты""}",684,
"Свинина, тазобедренная часть",,,http://health-diet.ru/base_of_food/sostav/683.php,,"{""Калорийность Ккал"": ""305"", ""Белки гр."": ""15"", ""Жиры гр."": ""27,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Свинина, тазобедренная часть"", ""top_cat"": ""Мясо, птица и мясные продукты""}",683,
"Свинина, шейная часть (мякоть)",,,http://health-diet.ru/base_of_food/sostav/687.php,,"{""Калорийность Ккал"": ""343"", ""Белки гр."": ""13,6"", ""Жиры гр."": ""31,9"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Свинина, шейная часть (мякоть)"", ""top_cat"": ""Мясо, птица и мясные продукты""}",687,
Телятина молочная,,,http://health-diet.ru/base_of_food/sostav/697.php,,"{""Калорийность Ккал"": ""96,8"", ""Белки гр."": ""19,7"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Телятина молочная"", ""top_cat"": ""Мясо, птица и мясные продукты""}",697,
"Телятина, грудная часть",,,http://health-diet.ru/base_of_food/sostav/836.php,,"{""Калорийность Ккал"": ""88,8"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""1,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Телятина, грудная часть"", ""top_cat"": ""Мясо, птица и мясные продукты""}",836,
"Телятина, котлетное мясо",,,http://health-diet.ru/base_of_food/sostav/1454.php,,"{""Калорийность Ккал"": ""96,8"", ""Белки гр."": ""19,7"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Крупнокусковые полуфабрикаты"", ""Продукт"": ""Телятина, котлетное мясо"", ""top_cat"": ""Мясо, птица и мясные продукты""}",1454,
"Сыр плавленый, ""новый"", 40%",,,http://health-diet.ru/base_of_food/sostav/1106.php,,"{""Калорийность Ккал"": ""331"", ""Белки гр."": ""22"", ""Жиры гр."": ""27"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, \""новый\"", 40%"", ""top_cat"": ""Молоко и молочные продукты""}",1106,
"Сыр плавленый, колбасный копченый",,,http://health-diet.ru/base_of_food/sostav/728.php,,"{""Калорийность Ккал"": ""275"", ""Белки гр."": ""21,2"", ""Жиры гр."": ""19,4"", ""Углеводы гр."": ""3,7"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, колбасный копченый"", ""top_cat"": ""Молоко и молочные продукты""}",728,
"Сыр плавленый, костромской",,,http://health-diet.ru/base_of_food/sostav/1108.php,,"{""Калорийность Ккал"": ""269"", ""Белки гр."": ""21,4"", ""Жиры гр."": ""19,2"", ""Углеводы гр."": ""2,3"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, костромской"", ""top_cat"": ""Молоко и молочные продукты""}",1108,
"Сыр плавленый, латвийский",,,http://health-diet.ru/base_of_food/sostav/1103.php,,"{""Калорийность Ккал"": ""331"", ""Белки гр."": ""22"", ""Жиры гр."": ""27"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, латвийский"", ""top_cat"": ""Молоко и молочные продукты""}",1103,
"Сыр плавленый, российский",,,http://health-diet.ru/base_of_food/sostav/1102.php,,"{""Калорийность Ккал"": ""300"", ""Белки гр."": ""20,5"", ""Жиры гр."": ""23"", ""Углеводы гр."": ""2,5"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, российский"", ""top_cat"": ""Молоко и молочные продукты""}",1102,
"Сыр плавленый, советский",,,http://health-diet.ru/base_of_food/sostav/1444.php,,"{""Калорийность Ккал"": ""301,3"", ""Белки гр."": ""23"", ""Жиры гр."": ""22,5"", ""Углеводы гр."": ""1,8"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр плавленый, советский"", ""top_cat"": ""Молоко и молочные продукты""}",1444,
Сыр пошехонский,,,http://health-diet.ru/base_of_food/sostav/737.php,,"{""Калорийность Ккал"": ""344"", ""Белки гр."": ""26"", ""Жиры гр."": ""26,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Сыры"", ""Продукт"": ""Сыр пошехонский"", ""top_cat"": ""Молоко и молочные продукты""}",737,
Торт бисквитный с фруктовой начинкой,,,http://health-diet.ru/base_of_food/sostav/994.php,,"{""Калорийность Ккал"": ""285"", ""Белки гр."": ""3,9"", ""Жиры гр."": ""2,6"", ""Углеводы гр."": ""61,3"", ""Продукт"": ""Торт бисквитный с фруктовой начинкой"", ""top_cat"": ""Кондитерские изделия""}",994,
Торт миндальный,,,http://health-diet.ru/base_of_food/sostav/993.php,,"{""Калорийность Ккал"": ""468"", ""Белки гр."": ""7,8"", ""Жиры гр."": ""28,7"", ""Углеводы гр."": ""44,6"", ""Продукт"": ""Торт миндальный"", ""top_cat"": ""Кондитерские изделия""}",993,
Торт слоеный,,,http://health-diet.ru/base_of_food/sostav/997.php,,"{""Калорийность Ккал"": ""542"", ""Белки гр."": ""8,5"", ""Жиры гр."": ""37,7"", ""Углеводы гр."": ""42,2"", ""Продукт"": ""Торт слоеный"", ""top_cat"": ""Кондитерские изделия""}",997,
"Торт, бисквитный с орехово-сливочным кремом",,,http://health-diet.ru/base_of_food/sostav/995.php,,"{""Калорийность Ккал"": ""349,1"", ""Белки гр."": ""5,6"", ""Жиры гр."": ""11,8"", ""Углеводы гр."": ""58,8"", ""Продукт"": ""Торт, бисквитный с орехово-сливочным кремом"", ""top_cat"": ""Кондитерские изделия""}",995,
"Торт, бисквитный с шоколадным кремом",,,http://health-diet.ru/base_of_food/sostav/996.php,,"{""Калорийность Ккал"": ""330,2"", ""Белки гр."": ""4,4"", ""Жиры гр."": ""12,4"", ""Углеводы гр."": ""53,6"", ""Продукт"": ""Торт, бисквитный с шоколадным кремом"", ""top_cat"": ""Кондитерские изделия""}",996,
Фосфатидный концентрат соевый,,,http://health-diet.ru/base_of_food/sostav/13721.php,,"{""Калорийность Ккал"": ""843"", ""Белки гр."": ""0"", ""Жиры гр."": ""93,7"", ""Углеводы гр."": ""0"", ""Продукт"": ""Фосфатидный концентрат соевый"", ""top_cat"": ""Кондитерские изделия""}",13721,
Халва тахинно-арахисовая,,,http://health-diet.ru/base_of_food/sostav/922.php,,"{""Калорийность Ккал"": ""502"", ""Белки гр."": ""12,7"", ""Жиры гр."": ""29,2"", ""Углеводы гр."": ""47"", ""Продукт"": ""Халва тахинно-арахисовая"", ""top_cat"": ""Кондитерские изделия""}",922,
"Кожа, кости, чешуя рыбная",,,http://health-diet.ru/base_of_food/sostav/567.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Кожа, кости, чешуя рыбная"", ""top_cat"": ""Рыба и морепродукты""}",567,
"Корюшка зубастая, азиатская",,,http://health-diet.ru/base_of_food/sostav/1148.php,,"{""Калорийность Ккал"": ""102"", ""Белки гр."": ""15,4"", ""Жиры гр."": ""4,5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Корюшка зубастая, азиатская"", ""top_cat"": ""Рыба и морепродукты""}",1148,
Кости рыбные,,,http://health-diet.ru/base_of_food/sostav/527.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Кости рыбные"", ""top_cat"": ""Рыба и морепродукты""}",527,
Красноглазка,,,http://health-diet.ru/base_of_food/sostav/154.php,,"{""Калорийность Ккал"": ""125,4"", ""Белки гр."": ""21,9"", ""Жиры гр."": ""4,2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Красноглазка"", ""top_cat"": ""Рыба и морепродукты""}",154,
Красноперка дальневосточная,,,http://health-diet.ru/base_of_food/sostav/155.php,,"{""Калорийность Ккал"": ""100,2"", ""Белки гр."": ""18,3"", ""Жиры гр."": ""3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Красноперка дальневосточная"", ""top_cat"": ""Рыба и морепродукты""}",155,
Кубера,,,http://health-diet.ru/base_of_food/sostav/1150.php,,"{""Калорийность Ккал"": ""88"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""2"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Кубера"", ""top_cat"": ""Рыба и морепродукты""}",1150,
